ID	BARRA	TENSAO_NOM	NOS	ITERACOES	PERDAS	CARREGAMENTO_REDE	CARREG_CORRENTE	MENRO_TENSAO	QUEDA_MAX
44	58043	13.800	534	1	258.702256	8831.875959	69.656023	0.902745	9.725453
