
 0 	13.8	247	2	0.001131473000	0.996376
 0 	13.8	479	2	0.001534134994	0.986233
 0 	13.8	220	2	0.000682655002	0.993638
 0 	13.8	503	2	0.001489440998	0.997285
 0 	13.8	205	2	0.000608005001	0.997581
 0 	13.8	158	2	0.000462844997	0.992536
 0 	13.8	165	2	0.000503830997	0.994958
 0 	13.8	211	2	0.000602836000	0.997376
 0 	13.8	1120	2	0.004182802004	0.971527
 0 	13.8	316	2	0.001047767000	0.975027
 0 	13.8	708	2	0.003184287001	0.994346
 0 	13.8	969	2	0.003441196997	0.984126
 0 	13.8	1397	2	0.005311538996	0.989474
 0 	13.8	465	2	0.001416275001	0.991876
 0 	13.8	1	1	0.000001543005	1.000000
 0 	13.8	1086	2	0.005143605995	0.982887
 0 	13.8	2203	2	0.008939455998	0.954170
 0 	13.8	526	2	0.001575271999	0.997613
 0 	13.8	131	2	0.000399456003	0.977807
 0 	13.8	172	2	0.000535450003	0.994319
 0 	13.8	573	2	0.002323890003	0.984755
 0 	13.8	526	2	0.001864521997	0.986735
 0 	13.8	241	2	0.000736695998	0.983792
 0 	13.8	829	2	0.002770323998	0.978372
 0 	13.8	688	2	0.002232660001	0.981186
 0 	13.8	736	2	0.002389031004	0.993409
 0 	13.8	1588	2	0.006801211995	0.975999
 0 	13.8	901	2	0.004105777996	0.989974
 0 	13.8	184	2	0.000580484004	0.993905
 0 	13.8	122	2	0.000431305001	0.988344
 0 	13.8	329	2	0.001084255004	0.991030
 0 	13.8	306	2	0.000955103998	0.982988
 0 	13.8	243	2	0.000801836999	0.992497
 0 	13.8	2945	2	0.015206329001	0.966241
 0 	13.8	450	2	0.002335161007	0.978080
 0 	13.8	67	1	0.000000180997	0.000000
 0 	13.8	1648	4	0.014750998998	0.967830
 0 	13.8	159	2	0.000498271002	0.997002
 0 	13.8	560	2	0.001709623000	0.997232
 0 	13.8	205	2	0.000603387001	0.992007
 0 	13.8	353	2	0.001075810003	0.994493
 0 	13.8	1008	2	0.003252433999	0.974181
 0 	13.8	192	2	0.000667216998	0.995301
 0 	13.8	516	2	0.001845447005	0.985498
 0 	13.8	534	2	0.002045109002	0.944822
 0 	13.8	1006	2	0.003452457997	0.972910
 0 	13.8	303	2	0.000972617003	0.990560
 0 	13.8	544	2	0.001746701993	0.992640
 0 	13.8	437	2	0.001351052997	0.990510
 0 	13.8	1014	2	0.003176933002	0.985660
 0 	13.8	1527	2	0.008277508001	0.986127
 0 	13.8	923	2	0.003084511001	0.984218
 0 	13.8	259	2	0.000745592006	0.987377
 0 	13.8	257	2	0.000790045997	0.991801
 0 	13.8	887	2	0.002821269001	0.965618
 0 	13.8	113	2	0.000326068999	0.999745
 0 	13.8	856	2	0.003281669000	0.992301
 0 	13.8	957	2	0.004119514000	0.978043
 0 	13.8	1499	2	0.005293406000	0.962831
 0 	13.8	854	2	0.002878125000	0.994795
 0 	13.8	503	2	0.001481988002	0.982673
 0 	13.8	877	2	0.003176621998	0.991908
 0 	13.8	813	2	0.003260390004	0.987940
 0 	13.8	1934	4	0.012964743000	0.958573
 0 	13.8	958	2	0.003902257995	0.985964
 0 	13.8	335	2	0.001097239001	0.997003
 0 	13.8	1343	3	0.006846265998	0.941848
 0 	13.8	124	2	0.000505333999	0.999070
 0 	13.8	1562	2	0.008463576996	0.981002
 0 	13.8	954	2	0.003194625999	0.975066
 0 	13.8	552	2	0.001708940996	0.997748
 0 	13.8	479	1	0.000000050997	0.000000
 0 	13.8	1163	2	0.003956820001	0.988769
 0 	13.8	238	2	0.000705747996	0.985873
 0 	13.8	416	2	0.001244353996	0.993590
 0 	13.8	352	2	0.001178802006	0.988854
 0 	13.8	580	2	0.002148572996	0.985060
 0 	13.8	328	1	0.000000120002	0.000000
 0 	13.8	738	1	0.000000280997	0.000000
 0 	13.8	339	2	0.001381620001	0.984527
 0 	13.8	891	2	0.003679763002	0.984234
 0 	13.8	1003	2	0.003322665005	0.974334
 0 	13.8	1196	2	0.004211515996	0.918646
 0 	13.8	230	2	0.000713091002	0.997044
 0 	13.8	1198	2	0.006608161995	0.976995
 0 	13.8	2139	4	0.016196919001	0.962948
 0 	13.8	371	2	0.001126994997	0.987575
 0 	13.8	422	2	0.001290861001	0.990717
 0 	13.8	571	2	0.001751732001	0.993346
 0 	13.8	587	2	0.001813707000	0.982638
 0 	13.8	443	2	0.001422647001	0.969377
 0 	13.8	837	2	0.002596830003	0.990142
 0 	13.8	1492	2	0.007780750995	0.993116
 0 	13.8	364	2	0.001096849002	0.996141
 0 	13.8	4491	0	0.000000040003	0.000000
 0 	13.8	161	0	0.000000150001	0.000000
 0 	13.8	2727	3	0.016350556005	0.948766
 0 	13.8	1828	2	0.008200725002	0.977599
 0 	13.8	785	2	0.003438571999	0.994156
 0 	13.8	558	2	0.002159984004	0.965086
 0 	13.8	4	1	0.000009208001	1.000000
 0 	13.8	1617	4	0.010192645997	0.943353
 0 	13.8	660	2	0.002279316999	0.991041
 0 	13.8	351	2	0.001318392002	0.997955
 0 	13.8	764	2	0.003166563998	0.984829
 0 	13.8	142	2	0.000496476998	0.997941
 0 	13.8	1306	2	0.005101137001	0.967841
 0 	13.8	426	2	0.001252589005	0.994615
 0 	13.8	314	1	0.000000039996	0.000000
 0 	13.8	763	2	0.002543188995	0.971463
 0 	13.8	158	0	0.000000161002	0.000000
 0 	13.8	896	2	0.003747267998	0.983466
 0 	13.8	1505	3	0.010226478997	0.958584
 0 	13.8	1684	3	0.009760718996	0.943212
 0 	13.8	414	2	0.001191125004	0.978462
 0 	13.8	873	3	0.003986534997	0.992567
 0 	13.8	470	4	0.002244370997	0.953235
 0 	13.8	357	2	0.001245075000	0.973689
 0 	13.8	1562	2	0.005879691998	0.981180
 0 	13.8	301	2	0.000855557999	0.997352
 0 	13.8	2400	3	0.013780067005	0.968207
 0 	13.8	1494	2	0.005403291005	0.969565
 0 	13.8	2231	4	0.018002631994	0.960699
 0 	13.8	2850	3	0.015307298003	0.971180
 0 	13.8	2674	3	0.014836670001	0.961375
 0 	13.8	426	2	0.001390035999	0.979848
 0 	13.8	1776	4	0.010267746999	0.957391
 0 	13.8	847	2	0.002984234001	0.989310
 0 	13.8	571	2	0.001917921996	0.988609
 0 	13.8	776	2	0.002601578999	0.961641
 0 	13.8	744	2	0.002326294001	0.992457
 0 	13.8	174	1	0.000000070999	0.000000
 0 	13.8	925	2	0.002836486994	0.966300
 0 	13.8	1011	2	0.003159861997	0.981128
 0 	13.8	899	3	0.004164368002	0.955348
 0 	13.8	3199	3	0.019296868995	0.951544
 0 	13.8	322	2	0.000998874995	0.990762
 0 	13.8	161	1	0.000000170003	0.000000
 0 	13.8	1111	2	0.003856503004	0.978331
 0 	13.8	683	1	0.000000130000	0.000000
