1,2,1193,-1,1,Aggregated_Profile1.csv,"457,757","0,0001"
1,2,1193,-1,2,Aggregated_Profile9.csv,"537,388","0,0001"
1,2,1193,-1,3,Aggregated_Profile17.csv,"466,779","0,0001"
1,2,1198,-1,1,Aggregated_Profile2.csv,"275,677","0,0001"
1,2,1198,-1,2,Aggregated_Profile10.csv,"291,196","0,0001"
1,2,1198,-1,3,Aggregated_Profile18.csv,"301,28","0,0001"
1,2,1203,-1,1,Aggregated_Profile3.csv,"812,866","0,0001"
1,2,1203,-1,2,Aggregated_Profile11.csv,"730,003","0,0001"
1,2,1203,-1,3,Aggregated_Profile19.csv,"732,046","0,0001"
1,2,1210,-1,1,Aggregated_Profile4.csv,"907,061","0,0001"
1,2,1210,-1,2,Aggregated_Profile12.csv,"899,178","0,0001"
1,2,1210,-1,3,Aggregated_Profile20.csv,"897,367","0,0001"
1,2,1217,-1,1,Aggregated_Profile5.csv,"983,776","0,0001"
1,2,1217,-1,2,Aggregated_Profile13.csv,"939,49","0,0001"
1,2,1217,-1,3,Aggregated_Profile21.csv,"937,103","0,0001"
1,2,1224,-1,1,Aggregated_Profile6.csv,"1016,648","0,0001"
1,2,1224,-1,2,Aggregated_Profile14.csv,"979,874","0,0001"
1,2,1224,-1,3,Aggregated_Profile22.csv,"883,202","0,0001"
1,2,1231,-1,1,Aggregated_Profile7.csv,"146,042","0,0001"
1,2,1231,-1,2,Aggregated_Profile15.csv,"130,956","0,0001"
1,2,1231,-1,3,Aggregated_Profile23.csv,"149,152","0,0001"
1,2,1236,-1,1,Aggregated_Profile8.csv,"884,114","0,0001"
1,2,1236,-1,2,Aggregated_Profile16.csv,"943,664","0,0001"
1,2,1236,-1,3,Aggregated_Profile24.csv,"876,219","0,0001"
1,2,1001,-1,1,Load_Profile35.csv,"48,901","0,0001"
1,2,1001,-1,2,Load_Profile43.csv,"46,649","0,0001"
1,2,1001,-1,3,Load_Profile33.csv,"49,98","0,0001"
1,2,1002,-1,1,Load_Profile87.csv,"43,475","0,0001"
1,2,1002,-1,2,Load_Profile95.csv,"44,564","0,0001"
1,2,1002,-1,3,Load_Profile43.csv,"48,16","0,0001"
1,2,1003,-1,1,Load_Profile31.csv,"49,377","0,0001"
1,2,1003,-1,2,Load_Profile68.csv,"44,789","0,0001"
1,2,1003,-1,3,Load_Profile85.csv,"43,544","0,0001"
1,2,1005,-1,1,Load_Profile47.csv,"42,905","0,0001"
1,2,1005,-1,2,Load_Profile86.csv,"49,137","0,0001"
1,2,1005,-1,3,Load_Profile18.csv,"43,528","0,0001"
1,2,1006,-1,1,Load_Profile53.csv,"45,054","0,0001"
1,2,1006,-1,2,Load_Profile2.csv,"43,897","0,0001"
1,2,1006,-1,3,Load_Profile5.csv,"45,969","0,0001"
1,2,1007,-1,1,Load_Profile2.csv,"43,521","0,0001"
1,2,1007,-1,2,Load_Profile91.csv,"46,32","0,0001"
1,2,1007,-1,3,Load_Profile4.csv,"46,619","0,0001"
1,2,1008,-1,1,Load_Profile39.csv,"44,967","0,0001"
1,2,1008,-1,2,Load_Profile50.csv,"42,584","0,0001"
1,2,1008,-1,3,Load_Profile77.csv,"49,079","0,0001"
1,2,1010,-1,1,Load_Profile44.csv,"46,02","0,0001"
1,2,1010,-1,2,Load_Profile11.csv,"46,905","0,0001"
1,2,1010,-1,3,Load_Profile82.csv,"41,825","0,0001"
1,2,1011,-1,1,Load_Profile89.csv,"40,206","0,0001"
1,2,1011,-1,2,Load_Profile55.csv,"48,546","0,0001"
1,2,1011,-1,3,Load_Profile57.csv,"43,308","0,0001"
1,2,1012,-1,1,Load_Profile53.csv,"44,805","0,0001"
1,2,1012,-1,2,Load_Profile51.csv,"47,767","0,0001"
1,2,1012,-1,3,Load_Profile57.csv,"42,448","0,0001"
1,2,1013,-1,1,Load_Profile86.csv,"48,073","0,0001"
1,2,1013,-1,2,Load_Profile24.csv,"45,035","0,0001"
1,2,1013,-1,3,Load_Profile36.csv,"49,253","0,0001"
1,2,1015,-1,1,Load_Profile29.csv,"44,28","0,0001"
1,2,1015,-1,2,Load_Profile93.csv,"44,715","0,0001"
1,2,1015,-1,3,Load_Profile20.csv,"46,885","0,0001"
1,2,1016,-1,1,Load_Profile50.csv,"48,447","0,0001"
1,2,1016,-1,2,Load_Profile21.csv,"44,799","0,0001"
1,2,1016,-1,3,Load_Profile28.csv,"46,574","0,0001"
1,2,1017,-1,1,Load_Profile11.csv,"45,849","0,0001"
1,2,1017,-1,2,Load_Profile68.csv,"45,71","0,0001"
1,2,1017,-1,3,Load_Profile37.csv,"41,291","0,0001"
1,2,1018,-1,1,Load_Profile49.csv,"46,949","0,0001"
1,2,1018,-1,2,Load_Profile65.csv,"47,109","0,0001"
1,2,1018,-1,3,Load_Profile99.csv,"47,232","0,0001"
1,2,1019,-1,1,Load_Profile44.csv,"44,273","0,0001"
1,2,1019,-1,2,Load_Profile37.csv,"49,137","0,0001"
1,2,1019,-1,3,Load_Profile40.csv,"44,89","0,0001"
1,2,1020,-1,1,Load_Profile45.csv,"47,14","0,0001"
1,2,1020,-1,2,Load_Profile56.csv,"44,072","0,0001"
1,2,1020,-1,3,Load_Profile24.csv,"45,768","0,0001"
1,2,1021,-1,1,Load_Profile46.csv,"46,894","0,0001"
1,2,1021,-1,2,Load_Profile12.csv,"45,92","0,0001"
1,2,1021,-1,3,Load_Profile40.csv,"48,776","0,0001"
1,2,1022,-1,1,Load_Profile44.csv,"50,183","0,0001"
1,2,1022,-1,2,Load_Profile22.csv,"47,412","0,0001"
1,2,1022,-1,3,Load_Profile34.csv,"47,475","0,0001"
1,2,1023,-1,1,Load_Profile88.csv,"138,95","0,0001"
1,2,1023,-1,2,Load_Profile8.csv,"153,202","0,0001"
1,2,1023,-1,3,Load_Profile23.csv,"140,248","0,0001"
1,2,1024,-1,1,Load_Profile54.csv,"120,802","0,0001"
1,2,1024,-1,2,Load_Profile58.csv,"134,696","0,0001"
1,2,1024,-1,3,Load_Profile11.csv,"136,072","0,0001"
1,2,1025,-1,1,Load_Profile1.csv,"133,102","0,0001"
1,2,1025,-1,2,Load_Profile51.csv,"157,624","0,0001"
1,2,1025,-1,3,Load_Profile30.csv,"148,474","0,0001"
1,2,1026,-1,1,Load_Profile55.csv,"46,427","0,0001"
1,2,1026,-1,2,Load_Profile81.csv,"42,864","0,0001"
1,2,1026,-1,3,Load_Profile22.csv,"50,099","0,0001"
1,2,1031,-1,1,Load_Profile7.csv,"48,271","0,0001"
1,2,1031,-1,2,Load_Profile64.csv,"48,03","0,0001"
1,2,1031,-1,3,Load_Profile47.csv,"47,999","0,0001"
1,2,1032,-1,1,Load_Profile61.csv,"41,268","0,0001"
1,2,1032,-1,2,Load_Profile15.csv,"43,354","0,0001"
1,2,1032,-1,3,Load_Profile26.csv,"41,768","0,0001"
1,2,1037,-1,1,Load_Profile18.csv,"50,197","0,0001"
1,2,1037,-1,2,Load_Profile53.csv,"49,192","0,0001"
1,2,1037,-1,3,Load_Profile81.csv,"51,181","0,0001"
1,2,1038,-1,1,Load_Profile46.csv,"163,271","0,0001"
1,2,1038,-1,2,Load_Profile76.csv,"175,762","0,0001"
1,2,1038,-1,3,Load_Profile34.csv,"164,887","0,0001"
1,2,1039,-1,1,Load_Profile66.csv,"182,938","0,0001"
1,2,1039,-1,2,Load_Profile51.csv,"152,377","0,0001"
1,2,1039,-1,3,Load_Profile21.csv,"152,515","0,0001"
1,2,1040,-1,1,Load_Profile85.csv,"185,504","0,0001"
1,2,1040,-1,2,Load_Profile27.csv,"186,931","0,0001"
1,2,1040,-1,3,Load_Profile82.csv,"186,534","0,0001"
1,2,1041,-1,1,Load_Profile96.csv,"47,593","0,0001"
1,2,1041,-1,2,Load_Profile53.csv,"48,077","0,0001"
1,2,1041,-1,3,Load_Profile40.csv,"44,4","0,0001"
1,2,1042,-1,1,Load_Profile39.csv,"101,495","0,0001"
1,2,1042,-1,2,Load_Profile48.csv,"89,503","0,0001"
1,2,1042,-1,3,Load_Profile80.csv,"92,503","0,0001"
1,2,1043,-1,1,Load_Profile72.csv,"89,11","0,0001"
1,2,1043,-1,2,Load_Profile61.csv,"94,011","0,0001"
1,2,1043,-1,3,Load_Profile14.csv,"88,17","0,0001"
1,2,1046,-1,1,Load_Profile25.csv,"166,484","0,0001"
1,2,1046,-1,2,Load_Profile7.csv,"164,14","0,0001"
1,2,1046,-1,3,Load_Profile3.csv,"158,095","0,0001"
1,2,1047,-1,1,Load_Profile9.csv,"178,291","0,0001"
1,2,1047,-1,2,Load_Profile88.csv,"180,752","0,0001"
1,2,1047,-1,3,Load_Profile49.csv,"175,617","0,0001"
1,2,1048,-1,1,Load_Profile49.csv,"179,637","0,0001"
1,2,1048,-1,2,Load_Profile38.csv,"171,226","0,0001"
1,2,1048,-1,3,Load_Profile60.csv,"185,227","0,0001"
1,2,1051,-1,1,Load_Profile43.csv,"160,958","0,0001"
1,2,1051,-1,2,Load_Profile51.csv,"176,825","0,0001"
1,2,1051,-1,3,Load_Profile40.csv,"170,766","0,0001"
1,2,1052,-1,1,Load_Profile46.csv,"162,675","0,0001"
1,2,1052,-1,2,Load_Profile21.csv,"164,009","0,0001"
1,2,1052,-1,3,Load_Profile98.csv,"159,576","0,0001"
