191132;5278;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
184202;5407;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
182715;35270;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
186347;2282;7;13800.0;0.1;16;10000;0.001;0.001;1;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
193745;13034;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
182435;27909;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
183735;28585;7;13800.0;0.1;16;10000;0.001;0.001;1;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
185000;29717;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
192815;3074;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
183786;7695;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
189988;33840;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
197512;59238;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
197513;64115;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
197429;63225;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
199276;70525;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
199821;70893;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
200066;70715;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
199416;73122;7;13800.0;0.1;16;10000;0.001;0.001;1;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
202577;81801;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
202187;86074;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
201470;86025;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
201053;81236;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
201984;89461;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
200164;79571;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
206522;92337;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
204294;99200;7;13800.0;0.1;16;10000;0.001;0.001;2;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
203953;95175;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
205903;92071;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
207316;106649;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
207312;106714;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
207819;111633;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
208556;112738;7;13800.0;0.1;16;10000;0.001;0.001;1;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
207959;113333;7;13800.0;0.1;16;10000;0.001;0.001;1;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
209429;113711;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
209378;115883;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
209492;117706;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
209212;123348;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
209925;122659;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
212681;126175;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
133628;133627;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
214085;138731;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
214208;138743;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
213992;138521;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
214276;138523;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
216821;145552;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
216188;146737;7;13800.0;0.1;16;10000;0.001;0.001;5;65;100;2;0.0;0.0;0.0;0.0;0.0;0.0;122.6;122.6;122.6;99;0;0;0;;;;;;;;;;
