223347;37291;23.08679276123039;0;84800SE029
223368;1864;16.1245154965971;0;84800WA011
223369;188886;18.35755975068582;0;84800GU008
223374;187676;6.708203932499369;0;84800IR012
223377;1864;17.88854381999832;0;84800WA015
223392;37291;18.973665961010276;0;84800SE014
223393;37291;21.0;0;84800SE018
223396;188886;23.430749027719962;0;84800GU012
223400;187676;10.816653826391969;0;84800IR008
223415;64007;7.615773105863909;0;84800BE011
223418;62422;10.198039027185569;0;84800TB023
223419;64007;8.06225774829855;0;84800BE014
223425;62422;10.295630140987;0;84800TB017
223426;62422;5.830951894845301;0;84800TB049
223427;62422;16.55294535724685;0;84800TBN08
223428;62422;13.152946437965905;0;84800TB009
223432;65168;10.0;0;82160SJ017
223433;65168;13.601470508735444;0;82160SJ013
223434;199813;13.038404810405298;0;84800TA027
223435;199813;17.46424919657298;0;84800TA009
223436;199654;7.0;0;84800AP030
223437;199813;14.317821063276353;0;84800TA023
223438;199813;16.492422502470642;0;84800TA053
223439;201971;19.026297590440446;0;80492CER21
223440;201971;15.033296378372908;0;80492PIR30
223442;201971;25.495097567963924;0;80492LAG38
223446;201971;11.40175425099138;0;80492MAT17
223449;201971;22.20360331117452;0;80492CAE34
223480;205140;4.0;0;80492NTX13
223481;205140;10.0;0;80492COL21
223508;110571;14.142135623730951;0;84800SI011
223509;110571;15.811388300841896;0;84800SI061
223510;110571;17.0;0;84800SI057
223511;110571;11.180339887498949;0;84800SI007
223512;110571;18.601075237738275;0;84800SI033
223517;210744;23.853720883753127;0;84800ITY53
223521;210744;45.79301256742124;0;84800GMN49
223522;210744;33.301651610693426;0;84800PRS16
223527;210744;28.319604517012593;0;84800CRM12
223528;210744;38.600518131237564;0;84800PNA20
223529;211204;13.0;0;84800JA023
223530;211204;9.433981132056603;0;84800JA027
223543;134431;25.495097567963924;0;82160UR021
223544;134431;23.40939982143925;0;82160UR019
223545;134431;28.071337695236398;0;82160UR025
223546;138947;16.401219466856727;0;82160SM027
223547;138947;13.0;0;82160SM023
223548;138947;20.518284528683193;0;82160SM031
223549;214876;20.09975124224178;0;80492CRP06
223550;214876;26.076809620810597;0;80492FGA33
223551;215141;10.816653826391969;0;82160AB045
223552;215141;10.04987562112089;0;82160AB012
223553;215141;9.433981132056603;0;82160AB016
223575;157114;29.206163733020468;0;82160CN008
223576;157114;27.294688127912362;0;82160CN030
223577;159478;24.413111231467404;0;80492ARA16
223578;159478;25.079872407968907;0;80492LNT12
223579;163024;12.529964086141668;0;82160NF009
223580;163024;17.029386365926403;0;82160NF012
223581;166700;15.811388300841896;0;82160RI045
223582;166700;25.0;0;82160RI016
223584;221216;20.024984394500787;0;82160SA007
223585;221216;16.76305461424021;0;82160SA010
223586;172698;29.068883707497267;0;82160SC013
223587;172698;18.788294228055936;0;82160SC017
223588;222081;14.866068747318506;0;80492SOE39
223589;222081;13.038404810405298;0;80492MAP15
223590;222081;11.045361017187261;0;80492ORI11
223591;222612;14.422205101855956;0;82160SJ014
223592;222612;18.788294228055936;0;82160SJ010
223593;222612;11.313708498984761;0;82160SJ057
223594;222612;8.54400374531753;0;82160SJ035
223595;180981;12.165525060596439;0;82160LI021
223596;180981;15.620499351813308;0;82160LI025
