0;1;7;34500.00;-744.26;-744.64;-744.24;-317.05;-317.22;-317.04;0;1.00000;1.00000;1.00000;0.00000;-120.00000;120.00000
1;1;7;34500.00;0.00;-0.00;0.00;0.00;0.00;0.00;0
2;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
3;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
4;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
5;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
6;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
7;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
8;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
9;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
10;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
11;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
12;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
13;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
14;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
15;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
16;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
17;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
18;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
19;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
20;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
21;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
22;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
23;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
24;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
25;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
26;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
27;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
28;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
29;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
30;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
31;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
32;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
33;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
34;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
35;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
36;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
37;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
38;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
39;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
40;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
41;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
42;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
43;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
44;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
45;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
46;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
47;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
48;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
49;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
50;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
51;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
52;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
53;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
54;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
55;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
56;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
57;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
58;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
59;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
60;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
61;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
62;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
63;1;7;34500.00;0.00;-0.00;0.00;-0.00;0.00;0.00;0
