1,0,0,1,1,24
2,0,0,1,2,24
3,0,0,1,3,24
4,1,0,1,1,24
5,1,0,1,2,24
6,1,0,1,3,24
7,4,0,-1,1,24
8,4,0,-1,2,24
9,4,0,-1,3,24
