223406	0
46173	1
33044	2
24873	3
38375	4
191651	5
13067	6
26905	7
18864	8
11635	9
10065	10
7159	11
13068	12
43867	13
193077	14
47617	15
53708	16
49168	17
53776	18
48257	19
52578	20
47618	21
49222	22
52225	23
195032	24
52280	25
47619	26
49780	27
55549	28
49781	29
53719	30
46741	31
55785	32
49834	33
53618	34
56398	35
53718	36
47012	37
55544	38
56915	39
56409	40
52498	41
55594	42
55787	43
53802	44
51358	45
46961	46
47620	47
194007	48
55595	49
53917	50
55596	51
55103	52
47621	53
56403	54
52497	55
49776	56
50284	57
51455	58
53777	59
48038	60
53778	61
50285	62
53779	63
47013	64
51456	65
52582	66
52581	67
50310	68
54985	69
48040	70
194120	71
51236	72
49926	73
49767	74
56907	75
47622	76
49283	77
49766	78
53887	79
55101	80
46932	81
56432	82
47231	83
48731	84
55661	85
52800	86
51233	87
54983	88
49693	89
51352	90
56943	91
52490	92
51234	93
47443	94
47369	95
52489	96
48074	97
47187	98
53916	99
56428	100
56908	101
55775	102
53133	103
55505	104
49088	105
55614	106
48730	107
53330	108
195282	109
47372	110
54894	111
55078	112
50405	113
51607	114
53866	115
53865	116
195400	117
53864	118
51606	119
194887	120
47840	121
194072	122
55648	123
195769	124
234851	125
235647	126
48037	127
194119	128
234007	129
194008	130
54492	131
195529	132
235027	133
52987	134
195199	135
234526	136
234276	137
54491	138
195528	139
234879	140
52283	141
48043	142
48044	143
52588	144
50288	145
54496	146
52575	147
47975	148
50251	149
194604	150
234159	151
235231	152
234127	153
49224	154
51237	155
51747	156
48318	157
194172	158
234841	159
223752	160
