1,1,13800,24700,10000,SE_2
2,2,13800,24700,10000,SE_3
3,3,13800,24700,10000,SE_4
4,4,13800,24700,10000,SE_5
5,5,13800,24700,10000,SE_6
6,6,13800,24700,10000,SE_7
7,7,13800,24700,10000,SE_8
8,8,13800,24700,10000,SE_9
9,9,13800,24700,10000,SE_10
10,10,13800,24700,10000,SE_11
11,11,13800,24700,10000,SE_12
12,12,13800,24700,10000,SE_13
13,13,13800,24700,10000,SE_14
14,14,13800,24700,10000,SE_15
15,15,13800,24700,10000,SE_16
