223382	0
36899	1
191284	2
8889	3
30401	4
3243	5
30402	6
28020	7
1756	8
8891	9
414	10
31497	11
2216	12
45078	13
193407	14
12000	15
35867	16
1759	17
38010	18
6030	19
8892	20
31498	21
10373	22
13556	23
13234	24
41391	25
38534	26
20438	27
40192	28
26670	29
8893	30
16594	31
29134	32
28023	33
32560	34
27638	35
19520	36
15171	37
13558	38
9646	39
34490	40
24207	41
40194	42
29135	43
1763	44
23800	45
29137	46
15172	47
33582	48
18045	49
31539	50
3976	51
46230	52
41392	53
43343	54
416	55
13235	56
11529	57
42461	58
30422	59
32561	60
372	61
9647	62
45759	63
373	64
42462	65
31814	66
34445	67
29138	68
34484	69
16516	70
39982	71
30423	72
7698	73
29036	74
29035	75
26602	76
24201	77
16790	78
371	79
30403	80
36898	81
33223	82
13229	83
31442	84
26603	85
36900	86
10376	87
41211	88
6031	89
8885	90
20875	91
18678	92
27634	93
22294	94
26664	95
24204	96
27978	97
11932	98
29083	99
11931	100
13489	101
39079	102
37956	103
7699	104
37957	105
19736	106
23093	107
1677	108
30611	109
30610	110
38244	111
33137	112
35	113
42999	114
36	115
35782	116
21348	117
9977	118
16564	119
26293	120
1678	121
19737	122
13340	123
185512	124
39377	125
10358	126
34722	127
22292	128
33224	129
20873	130
34168	131
13555	132
185580	133
16366	134
186220	135
231042	136
231150	137
7425	138
24202	139
14567	140
15571	141
32160	142
16517	143
186255	144
32553	145
42457	146
38530	147
39985	148
40179	149
9640	150
40181	151
7701	152
15107	153
25891	154
16518	155
5822	156
5089	157
35767	158
5823	159
33227	160
37236	161
22338	162
1757	163
13554	164
185579	165
10372	166
39137	167
1758	168
41209	169
8890	170
16593	171
19519	172
39138	173
29093	174
24557	175
188164	176
232696	177
224413	178
227477	179
225897	180
232218	181
346	182
27633	183
44187	184
34486	185
37237	186
2213	187
18036	188
37238	189
29084	190
36846	191
37239	192
16580	193
15009	194
16838	195
5824	196
18679	197
34487	198
17360	199
42121	200
23698	201
27239	202
14652	203
185825	204
36556	205
17567	206
186486	207
6988	208
23522	209
11933	210
13231	211
41204	212
38531	213
40027	214
7702	215
5826	216
15108	217
7703	218
16839	219
44188	220
45757	221
26665	222
348	223
26666	224
43340	225
36889	226
42458	227
13232	228
22295	229
31812	230
39898	231
30026	232
17646	233
7427	234
37961	235
20876	236
11937	237
46512	238
1680	239
24537	240
31768	241
10364	242
23094	243
31487	244
27635	245
34730	246
23792	247
38533	248
16840	249
35770	250
29043	251
22297	252
16841	253
10885	254
46226	255
25953	256
29044	257
5827	258
24206	259
2214	260
36890	261
23793	262
30426	263
45076	264
36892	265
1747	266
10366	267
23797	268
41388	269
22404	270
35860	271
31489	272
41205	273
3184	274
4685	275
20877	276
4686	277
18037	278
8881	279
15109	280
13498	281
411	282
15110	283
19515	284
20937	285
3187	286
27982	287
20938	288
16586	289
186268	290
13549	291
41207	292
22405	293
10368	294
31495	295
7056	296
28021	297
41315	298
192405	299
10317	300
7915	301
37670	302
138	303
5364	304
13060	305
13884	306
4491	307
16523	308
6132	309
18039	310
412	311
27985	312
413	313
8886	314
33577	315
3241	316
30395	317
35864	318
30396	319
6028	320
10370	321
13550	322
23799	323
34734	324
35866	325
7434	326
13552	327
15112	328
39136	329
29092	330
1753	331
1754	332
25255	333
36897	334
27637	335
13553	336
27986	337
19517	338
11941	339
1755	340
34735	341
25256	342
188341	343
15114	344
11527	345
185078	346
226378	347
25306	348
188356	349
228986	350
15113	351
185922	352
231986	353
10369	354
39870	355
43267	356
192941	357
233367	358
26084	359
908	360
41272	361
35660	362
190992	363
224824	364
231471	365
16587	366
27983	367
189007	368
229908	369
15111	370
29090	371
7432	372
16585	373
13548	374
37456	375
191443	376
224382	377
13547	378
5355	379
26913	380
1874	381
9537	382
13058	383
20004	384
6131	385
183871	386
11254	387
3666	388
1749	389
3186	390
410	391
1750	392
21350	393
36894	394
44773	395
37964	396
8115	397
36895	398
33574	399
190463	400
226513	401
231724	402
8114	403
42884	404
26000	405
41307	406
192401	407
229858	408
21351	409
10367	410
18038	411
99	412
33575	413
7430	414
31273	415
