1;4;0;-1;1;19.91858;0.01000
1;4;0;-1;2;19.91858;0.01000
1;4;0;-1;3;19.91858;0.01000
1;5;0;-1;1;0.00000;0.01000
1;5;0;-1;2;-120.00000;0.01000
1;5;0;-1;3;120.00000;0.01000
1;0;0;1;1;966.41000;0.02000
1;0;0;1;2;961.02000;0.02000
1;0;0;1;3;964.89000;0.02000
1;1;0;1;1;411.68894;0.02000
1;1;0;1;2;409.39281;0.02000
1;1;0;1;3;411.04142;0.02000
1;4;479;-1;1;19.91858;0.01000
1;4;479;-1;2;19.91858;0.01000
1;4;479;-1;3;19.91858;0.01000
1;5;479;-1;1;0.00000;0.01000
1;5;479;-1;2;-120.00000;0.01000
1;5;479;-1;3;120.00000;0.01000
1;0;479;480;1;39.34000;0.02000
1;0;479;480;2;29.60000;0.02000
1;0;479;480;3;30.55000;0.02000
1;1;479;480;1;16.75877;0.02000
1;1;479;480;2;12.60955;0.02000
1;1;479;480;3;13.01425;0.02000
1;4;1217;-1;1;19.91858;0.01000
1;4;1217;-1;2;19.91858;0.01000
1;4;1217;-1;3;19.91858;0.01000
1;5;1217;-1;1;0.00000;0.01000
1;5;1217;-1;2;-120.00000;0.01000
1;5;1217;-1;3;120.00000;0.01000
1;0;1217;1218;1;3664.47243;0.02000
1;0;1217;1218;2;3337.75977;0.02000
1;0;1217;1218;3;3415.11963;0.02000
1;1;1217;1218;1;1561.05872;0.02000
1;1;1217;1218;2;1421.87971;0.02000
1;1;1217;1218;3;1454.83487;0.02000
1;4;1749;-1;1;18.68295;0.02000
1;4;1749;-1;2;19.07661;0.02000
1;4;1749;-1;3;18.68396;0.02000
1;4;1750;-1;1;19.85063;0.02000
1;4;1750;-1;2;19.79198;0.02000
1;4;1750;-1;3;19.85170;0.02000
1;0;1749;1750;1;1032.94545;0.02000
1;0;1749;1750;2;807.58049;0.02000
1;0;1749;1750;3;868.03582;0.02000
1;1;1749;1750;1;369.53734;0.02000
1;1;1749;1750;2;307.70696;0.02000
1;1;1749;1750;3;334.30621;0.02000
1;4;2214;-1;1;19.60849;0.02000
1;4;2214;-1;2;19.71154;0.02000
1;4;2214;-1;3;19.60543;0.02000
1;4;2215;-1;1;19.85360;0.02000
1;4;2215;-1;2;19.83474;0.02000
1;4;2215;-1;3;19.85050;0.02000
1;0;2214;2215;1;412.79711;0.02000
1;0;2214;2215;2;252.90279;0.02000
1;0;2214;2215;3;290.70578;0.02000
1;1;2214;2215;1;140.39591;0.02000
1;1;2214;2215;2;94.46217;0.02000
1;1;2214;2215;3;110.08545;0.02000
1;4;5708;-1;1;7.96743;0.01000
1;4;5708;-1;2;7.96743;0.01000
1;4;5708;-1;3;7.96743;0.01000
1;5;5708;-1;1;0.00000;0.01000
1;5;5708;-1;2;-120.00000;0.01000
1;5;5708;-1;3;120.00000;0.01000
1;0;5708;5709;1;1362.66000;0.02000
1;0;5708;5709;2;1348.78000;0.02000
1;0;5708;5709;3;1358.62000;0.02000
1;1;5708;5709;1;580.49073;0.02000
1;1;5708;5709;2;574.57787;0.02000
1;1;5708;5709;3;578.76970;0.02000
1;4;6711;-1;1;7.96743;0.01000
1;4;6711;-1;2;7.96743;0.01000
1;4;6711;-1;3;7.96743;0.01000
1;5;6711;-1;1;0.00000;0.01000
1;5;6711;-1;2;-120.00000;0.01000
1;5;6711;-1;3;120.00000;0.01000
1;0;6711;6712;1;375.63000;0.02000
1;0;6711;6712;2;367.72000;0.02000
1;0;6711;6712;3;370.08000;0.02000
1;1;6711;6712;1;160.01771;0.02000
1;1;6711;6712;2;156.64806;0.02000
1;1;6711;6712;3;157.65342;0.02000
1;0;6711;7906;1;0.00000;0.02000
1;0;6711;7906;2;-0.00000;0.02000
1;0;6711;7906;3;0.00000;0.02000
1;1;6711;7906;1;0.00000;0.02000
1;1;6711;7906;2;0.00000;0.02000
1;1;6711;7906;3;0.00000;0.02000
1;4;7907;-1;1;7.96743;0.01000
1;4;7907;-1;2;7.96743;0.01000
1;4;7907;-1;3;7.96743;0.01000
1;5;7907;-1;1;0.00000;0.01000
1;5;7907;-1;2;-120.00000;0.01000
1;5;7907;-1;3;120.00000;0.01000
1;0;7907;7908;1;261.53807;0.02000
1;0;7907;7908;2;240.82960;0.02000
1;0;7907;7908;3;248.85799;0.02000
1;1;7907;7908;1;111.41475;0.02000
1;1;7907;7908;2;102.59298;0.02000
1;1;7907;7908;3;106.01306;0.02000
1;4;8066;-1;1;7.71112;0.02000
1;4;8066;-1;2;7.74941;0.02000
1;4;8066;-1;3;7.71125;0.02000
1;4;8067;-1;1;7.90390;0.02000
1;4;8067;-1;2;7.94314;0.02000
1;4;8067;-1;3;7.90403;0.02000
1;0;8066;8067;1;111.25421;0.02000
1;0;8066;8067;2;96.41294;0.02000
1;0;8066;8067;3;106.50644;0.02000
1;1;8066;8067;1;46.46244;0.02000
1;1;8066;8067;2;40.56763;0.02000
1;1;8066;8067;3;44.73217;0.02000
1;4;8191;-1;1;7.73960;0.02000
1;4;8191;-1;2;7.80399;0.02000
1;4;8191;-1;3;7.74064;0.02000
1;4;8192;-1;1;7.93309;0.02000
1;4;8192;-1;2;7.95031;0.02000
1;4;8192;-1;3;7.93416;0.02000
1;0;8191;8192;1;82.77593;0.02000
1;0;8191;8192;2;71.73903;0.02000
1;0;8191;8192;3;79.37536;0.02000
1;1;8191;8192;1;34.63825;0.02000
1;1;8191;8192;2;30.32876;0.02000
1;1;8191;8192;3;33.48585;0.02000
1;4;9555;-1;1;7.96743;0.01000
1;4;9555;-1;2;7.96743;0.01000
1;4;9555;-1;3;7.96743;0.01000
1;5;9555;-1;1;0.00000;0.01000
1;5;9555;-1;2;-120.00000;0.01000
1;5;9555;-1;3;120.00000;0.01000
1;0;9555;9556;1;291.33000;0.02000
1;0;9555;9556;2;278.84000;0.02000
1;0;9555;9556;3;271.01000;0.02000
1;1;9555;9556;1;124.10606;0.02000
1;1;9555;9556;2;118.78534;0.02000
1;1;9555;9556;3;115.44978;0.02000
1;4;10142;-1;1;7.96743;0.01000
1;4;10142;-1;2;7.96743;0.01000
1;4;10142;-1;3;7.96743;0.01000
1;5;10142;-1;1;0.00000;0.01000
1;5;10142;-1;2;-120.00000;0.01000
1;5;10142;-1;3;120.00000;0.01000
1;0;10142;10143;1;289.68003;0.02000
1;0;10142;10143;2;262.51920;0.02000
1;0;10142;10143;3;248.36103;0.02000
1;1;10142;10143;1;123.40318;0.02000
1;1;10142;10143;2;111.83271;0.02000
1;1;10142;10143;3;105.80136;0.02000
1;0;10142;10143;1;289.68003;0.02000
1;0;10142;10143;2;262.51920;0.02000
1;0;10142;10143;3;248.36103;0.02000
1;1;10142;10143;1;123.40318;0.02000
1;1;10142;10143;2;111.83271;0.02000
