36599;5;7;1;0;300.0
185412;188419;7;0;0;600.0
192334;17;7;0;0;99999
61;62;7;1;0;300.0
190755;98;7;1;0;300.0
186615;191012;7;0;0;600.0
27;75;7;1;0;50.0
187588;183113;7;0;0;99999
185023;89;7;1;0;300.0
193673;93;7;1;0;300.0
6733;6734;7;1;0;300.0
185101;122;7;1;0;300.0
188533;139;7;1;0;100.0
191071;190712;7;0;0;99999
187806;193197;7;0;0;99999
183309;144;7;1;0;300.0
183516;148;7;1;0;300.0
187884;182594;7;0;0;99999
223311;157;7;1;0;400.0
186243;158;7;1;0;600.0
65;171;7;1;0;99999
183;184;7;1;0;300.0
186064;189;7;1;0;99999
182525;213;7;1;0;600.0
217;218;7;1;0;99999
232;233;7;1;0;300.0
183301;266;7;1;0;100.0
273;274;7;1;0;99999
191255;185883;7;0;0;600.0
37068;285;7;1;0;300.0
189949;37069;7;1;0;600.0
299;300;7;1;0;300.0
185895;310;7;1;0;630.0
187842;320;7;1;0;99999
184786;323;7;1;0;600.0
183546;183187;7;0;0;99999
192104;345;7;1;0;300.0
183923;355;7;1;0;99999
223312;1010;7;1;0;99999
186156;184903;7;0;0;630.0
365;364;7;1;0;300.0
377;378;7;0;0;300.0
191997;401;7;1;0;300.0
405;404;7;1;0;300.0
439;440;7;1;0;300.0
193417;461;7;1;0;600.0
223313;463;7;1;0;99999
192105;36951;7;1;0;99999
465;466;7;1;0;300.0
212;478;7;1;0;300.0
184854;490;7;1;0;300.0
494;493;7;1;0;300.0
185350;183145;7;0;0;600.0
1079;518;7;1;0;300.0
193581;535;7;1;0;99999
185247;183884;7;0;0;99999
488;489;7;1;0;300.0
561;562;7;1;0;300.0
590;589;7;1;0;50.0
187392;593;7;1;0;300.0
190021;548;7;1;0;300.0
37013;625;7;1;0;300.0
187788;628;7;1;0;300.0
630;631;7;1;0;99999
192946;187135;7;0;0;630.0
634;633;7;1;0;300.0
190506;641;7;1;0;300.0
650;649;7;1;0;300.0
1091;666;7;1;0;99999
1183;670;7;1;0;100.0
192993;684;7;1;0;99999
188429;184501;7;0;0;99999
187793;187383;7;0;0;99999
188174;760;7;1;0;99999
189918;184024;7;0;0;600.0
186294;768;7;1;0;300.0
223314;771;7;1;0;99999
